Subscriber	StartTime	EndTime
13800010714	2009-01-01 12:35:46	2009-01-01 12:40:51
13800010876	2009-01-01 12:35:53	2009-01-01 12:38:44
13800010522	2009-01-01 12:35:55	2009-01-01 12:38:53
13800010165	2009-01-01 12:35:57	2009-01-01 12:40:47
13800010878	2009-01-01 12:36:00	2009-01-01 12:38:05
13800010044	2009-01-01 12:36:06	2009-01-01 12:36:48
13800010120	2009-01-01 12:36:09	2009-01-01 13:31:44
13800010827	2009-01-01 12:36:11	2009-01-01 12:38:37
13800010203	2009-01-01 12:36:13	2009-01-01 12:39:21
13800010619	2009-01-01 12:36:21	2009-01-01 13:27:18
13800010386	2009-01-01 12:36:22	2009-01-01 12:41:31
13800010735	2009-01-01 12:36:23	2009-01-01 12:37:50
13800010118	2009-01-01 12:36:27	2009-01-01 12:37:51
13800010721	2009-01-01 12:36:33	2009-01-01 12:36:53
13800010836	2009-01-01 12:36:37	2009-01-01 12:41:21
13800010397	2009-01-01 12:36:37	2009-01-01 12:40:29
13800010489	2009-01-01 12:36:46	2009-01-01 12:39:47
13800010760	2009-01-01 12:36:48	2009-01-01 12:42:01
13800010624	2009-01-01 12:36:50	2009-01-01 12:40:53
13800010702	2009-01-01 12:36:54	2009-01-01 13:03:29
13800010557	2009-01-01 12:37:04	2009-01-01 12:39:45
13800010742	2009-01-01 12:37:07	2009-01-01 12:41:37
13800010492	2009-01-01 12:37:14	2009-01-01 12:40:50
13800010287	2009-01-01 12:37:20	2009-01-01 12:39:13
13800010871	2009-01-01 12:37:34	2009-01-01 12:42:32
13800010019	2009-01-01 12:37:38	2009-01-01 13:24:22
13800010621	2009-01-01 12:37:46	2009-01-01 13:08:09
13800010395	2009-01-01 12:37:47	2009-01-01 12:38:39
13800010472	2009-01-01 12:37:49	2009-01-01 12:40:12
13800010388	2009-01-01 12:38:13	2009-01-01 12:40:22
13800010193	2009-01-01 12:38:13	2009-01-01 12:41:53
13800010205	2009-01-01 12:38:15	2009-01-01 12:41:47
13800010022	2009-01-01 12:38:25	2009-01-01 12:43:00
13800010494	2009-01-01 12:38:37	2009-01-01 12:43:11
13800010267	2009-01-01 12:38:39	2009-01-01 12:43:51
13800010039	2009-01-01 12:38:42	2009-01-01 12:42:24
13800010779	2009-01-01 12:38:45	2009-01-01 13:07:42
13800010470	2009-01-01 12:38:49	2009-01-01 12:41:47
13800010439	2009-01-01 12:38:51	2009-01-01 12:43:14
13800010821	2009-01-01 12:38:54	2009-01-01 12:41:26
13800010210	2009-01-01 12:38:54	2009-01-01 12:41:32
13800010594	2009-01-01 12:39:05	2009-01-01 12:40:19
13800010363	2009-01-01 12:39:13	2009-01-01 12:41:18
13800010021	2009-01-01 12:39:16	2009-01-01 12:40:39
13800010826	2009-01-01 12:39:28	2009-01-01 12:41:41
13800010012	2009-01-01 12:45:57	2009-01-01 12:48:49
13800010118	2009-01-01 12:46:02	2009-01-01 12:47:34
13800010156	2009-01-01 12:46:07	2009-01-01 12:46:55
13800010897	2009-01-01 12:46:09	2009-01-01 12:47:42
13800010343	2009-01-01 12:46:12	2009-01-01 12:49:30
13800010109	2009-01-01 12:46:12	2009-01-01 12:47:55
13800010797	2009-01-01 12:46:17	2009-01-01 12:50:41
13800010136	2009-01-01 12:46:25	2009-01-01 12:47:43
13800010065	2009-01-01 12:46:33	2009-01-01 12:49:48
13800010704	2009-01-01 12:46:36	2009-01-01 12:48:42
13800010362	2009-01-01 12:46:38	2009-01-01 12:51:50
13800010471	2009-01-01 12:46:48	2009-01-01 12:51:09
13800010061	2009-01-01 12:46:50	2009-01-01 12:51:55
13800010348	2009-01-01 12:46:59	2009-01-01 12:48:01
13800010645	2009-01-01 12:47:05	2009-01-01 12:51:21
13800010710	2009-01-01 12:47:08	2009-01-01 12:48:22
13800010639	2009-01-01 12:47:09	2009-01-01 12:49:25
13800010393	2009-01-01 12:47:11	2009-01-01 12:51:35
13800010297	2009-01-01 12:47:16	2009-01-01 12:52:16
13800010185	2009-01-01 12:47:24	2009-01-01 12:49:00
13800010841	2009-01-01 12:47:27	2009-01-01 12:52:02
13800010852	2009-01-01 12:47:32	2009-01-01 12:49:17
13800010609	2009-01-01 12:47:33	2009-01-01 12:49:04
13800010041	2009-01-01 12:47:39	2009-01-01 12:50:26
13800010441	2009-01-01 12:47:50	2009-01-01 12:51:56
13800010749	2009-01-01 12:47:59	2009-01-01 13:07:34
13800010163	2009-01-01 12:48:03	2009-01-01 12:48:38
13800010770	2009-01-01 12:48:06	2009-01-01 12:49:11
13800010787	2009-01-01 12:48:08	2009-01-01 12:52:16
13800010052	2009-01-01 12:48:09	2009-01-01 12:52:01
13800010366	2009-01-01 12:48:11	2009-01-01 12:51:04
13800010218	2009-01-01 12:48:18	2009-01-01 12:53:24
13800010503	2009-01-01 12:48:19	2009-01-01 13:46:04
13800010035	2009-01-01 12:48:24	2009-01-01 12:50:21
13800010759	2009-01-01 12:48:30	2009-01-01 13:20:54
13800010257	2009-01-01 12:48:37	2009-01-01 12:53:12
13800010604	2009-01-01 12:48:38	2009-01-01 12:50:16
13800010054	2009-01-01 12:48:41	2009-01-01 13:42:06
13800010557	2009-01-01 12:48:42	2009-01-01 12:53:29
13800010529	2009-01-01 12:48:53	2009-01-01 12:54:04
13800010605	2009-01-01 12:48:55	2009-01-01 12:50:34
13800010179	2009-01-01 12:48:57	2009-01-01 12:53:26
13800010632	2009-01-01 12:48:58	2009-01-01 12:53:18
13800010735	2009-01-01 12:49:02	2009-01-01 12:54:11
13800010178	2009-01-01 12:49:05	2009-01-01 12:53:59
13800010193	2009-01-01 12:49:10	2009-01-01 12:51:26
13800010720	2009-01-01 12:49:21	2009-01-01 12:52:54
13800010379	2009-01-01 12:49:30	2009-01-01 12:52:10
13800010116	2009-01-01 12:49:41	2009-01-01 12:51:03
13800010367	2009-01-01 12:49:46	2009-01-01 13:14:33
13800010438	2009-01-01 12:49:49	2009-01-01 12:54:02
13800010460	2009-01-01 12:50:06	2009-01-01 12:53:37
13800010641	2009-01-01 12:50:11	2009-01-01 12:54:57
13800010456	2009-01-01 12:50:13	2009-01-01 12:53:58
13800010071	2009-01-01 12:50:15	2009-01-01 12:55:29
13800010034	2009-01-01 12:50:16	2009-01-01 12:51:46
13800010411	2009-01-01 12:50:26	2009-01-01 13:24:05
13800010506	2009-01-01 12:50:28	2009-01-01 12:51:16
13800010665	2009-01-01 12:50:29	2009-01-01 12:51:04
13800010887	2009-01-01 12:50:32	2009-01-01 12:52:17
13800010232	2009-01-01 12:50:35	2009-01-01 12:52:15
13800010137	2009-01-01 12:50:54	2009-01-01 12:51:42
13800010891	2009-01-01 12:51:02	2009-01-01 12:54:11
13800010713	2009-01-01 12:51:11	2009-01-01 12:53:13
13800010897	2009-01-01 12:51:18	2009-01-01 13:47:33
13800010368	2009-01-01 12:51:18	2009-01-01 12:51:55
13800010447	2009-01-01 12:51:21	2009-01-01 12:55:32
13800010682	2009-01-01 12:51:23	2009-01-01 12:53:31
13800010115	2009-01-01 12:51:23	2009-01-01 12:54:25
13800010896	2009-01-01 12:51:26	2009-01-01 12:52:00
13800010210	2009-01-01 12:51:27	2009-01-01 12:53:52
13800010132	2009-01-01 12:51:31	2009-01-01 12:54:04
13800010326	2009-01-01 12:51:35	2009-01-01 12:55:50
13800010466	2009-01-01 12:51:37	2009-01-01 12:56:37
13800010386	2009-01-01 12:51:53	2009-01-01 12:54:38
13800010194	2009-01-01 12:51:54	2009-01-01 12:52:51
13800010819	2009-01-01 12:51:57	2009-01-01 12:52:48
13800010094	2009-01-01 12:52:00	2009-01-01 12:54:01
13800010299	2009-01-01 12:52:09	2009-01-01 13:49:19
13800010467	2009-01-01 12:52:11	2009-01-01 12:54:08
13800010838	2009-01-01 12:52:12	2009-01-01 12:55:57
13800010701	2009-01-01 12:52:15	2009-01-01 12:53:43
13800010415	2009-01-01 12:52:19	2009-01-01 12:56:12
13800010047	2009-01-01 12:58:45	2009-01-01 13:02:41
13800010530	2009-01-01 12:58:51	2009-01-01 13:03:37
13800010875	2009-01-01 12:59:02	2009-01-01 13:01:03
13800010854	2009-01-01 12:59:02	2009-01-01 13:02:09
13800010823	2009-01-01 12:59:10	2009-01-01 13:04:10
13800010719	2009-01-01 12:59:13	2009-01-01 13:04:02
13800010464	2009-01-01 12:59:17	2009-01-01 13:02:09
13800010327	2009-01-01 12:59:18	2009-01-01 13:03:54
13800010131	2009-01-01 12:59:22	2009-01-01 13:01:21
13800010467	2009-01-01 12:59:26	2009-01-01 13:01:29
13800010147	2009-01-01 12:59:38	2009-01-01 13:04:32
13800010317	2009-01-01 12:59:42	2009-01-01 13:03:47
13800010320	2009-01-01 12:59:48	2009-01-01 13:03:58
13800010026	2009-01-01 12:59:49	2009-01-01 13:01:15
13800010359	2009-01-01 12:59:58	2009-01-01 13:02:06
13800010042	2009-01-01 13:00:01	2009-01-01 13:00:41
13800010538	2009-01-01 13:00:06	2009-01-01 13:03:17
13800010677	2009-01-01 13:00:14	2009-01-01 13:03:48
13800010569	2009-01-01 13:00:18	2009-01-01 13:04:57
13800010819	2009-01-01 13:00:20	2009-01-01 13:02:40
13800010318	2009-01-01 13:00:26	2009-01-01 13:04:51
13800010188	2009-01-01 13:00:36	2009-01-01 13:03:41
13800010001	2009-01-01 13:00:44	2009-01-01 13:03:43
13800010383	2009-01-01 13:00:45	2009-01-01 13:04:56
13800010405	2009-01-01 13:00:47	2009-01-01 13:03:13
13800010169	2009-01-01 13:00:48	2009-01-01 13:04:37
13800010630	2009-01-01 13:00:49	2009-01-01 13:03:56
13800010458	2009-01-01 13:00:55	2009-01-01 13:05:03
13800010395	2009-01-01 13:01:03	2009-01-01 13:03:21
13800010688	2009-01-01 13:01:06	2009-01-01 13:01:56
13800010439	2009-01-01 13:01:15	2009-01-01 13:03:03
13800010512	2009-01-01 13:01:18	2009-01-01 13:04:50
13800010573	2009-01-01 13:01:30	2009-01-01 13:02:51
13800010211	2009-01-01 13:01:32	2009-01-01 13:05:05
13800010817	2009-01-01 13:01:35	2009-01-01 13:03:06
13800010049	2009-01-01 13:01:38	2009-01-01 13:05:57
13800010200	2009-01-01 13:01:40	2009-01-01 13:03:03
13800010102	2009-01-01 13:01:42	2009-01-01 13:05:38
13800010297	2009-01-01 13:01:47	2009-01-01 13:05:45
13800010203	2009-01-01 13:01:49	2009-01-01 13:02:51
13800010765	2009-01-01 13:01:52	2009-01-01 13:02:25
13800010614	2009-01-01 13:02:05	2009-01-01 13:04:03
13800010649	2009-01-01 13:02:05	2009-01-01 13:03:55
13800010628	2009-01-01 13:02:07	2009-01-01 13:06:30
13800010510	2009-01-01 13:02:09	2009-01-01 13:06:36
13800010634	2009-01-01 13:02:13	2009-01-01 13:05:23
13800010641	2009-01-01 13:02:13	2009-01-01 13:03:06
13800010288	2009-01-01 13:02:17	2009-01-01 13:06:34
13800010891	2009-01-01 13:02:20	2009-01-01 13:06:07
13800010893	2009-01-01 13:02:30	2009-01-01 13:03:06
13800010567	2009-01-01 13:02:32	2009-01-01 13:03:47
13800010884	2009-01-01 13:02:33	2009-01-01 13:06:17
13800010474	2009-01-01 13:02:37	2009-01-01 13:47:13
13800010843	2009-01-01 13:02:39	2009-01-01 13:07:22
13800010714	2009-01-01 13:02:45	2009-01-01 13:03:55
13800010479	2009-01-01 13:02:45	2009-01-01 13:05:33
13800010110	2009-01-01 13:02:51	2009-01-01 13:04:05
13800010829	2009-01-01 13:02:54	2009-01-01 13:07:12
13800010706	2009-01-01 13:02:57	2009-01-01 13:07:15
13800010227	2009-01-01 13:02:59	2009-01-01 13:06:01
13800010659	2009-01-01 13:03:11	2009-01-01 13:06:39
13800010696	2009-01-01 13:03:11	2009-01-01 13:04:08
13800010347	2009-01-01 13:03:16	2009-01-01 13:06:33
13800010099	2009-01-01 13:03:47	2009-01-01 13:08:18
13800010230	2009-01-01 13:03:49	2009-01-01 13:08:11
13800010153	2009-01-01 13:03:58	2009-01-01 13:05:58
13800010270	2009-01-01 13:03:59	2009-01-01 13:04:55
13800010190	2009-01-01 13:04:04	2009-01-01 13:59:15
13800010338	2009-01-01 13:04:07	2009-01-01 13:09:15
13800010412	2009-01-01 13:04:08	2009-01-01 13:08:11
13800010772	2009-01-01 13:04:21	2009-01-01 13:32:15
13800010044	2009-01-01 13:04:28	2009-01-01 13:07:47
13800010460	2009-01-01 13:04:28	2009-01-01 13:05:43
13800010134	2009-01-01 13:04:28	2009-01-01 13:06:04
13800010899	2009-01-01 13:04:43	2009-01-01 13:07:46
13800010005	2009-01-01 13:04:44	2009-01-01 13:48:00
13800010079	2009-01-01 13:04:44	2009-01-01 13:05:47
13800010725	2009-01-01 13:04:45	2009-01-01 13:34:57
13800010112	2009-01-01 13:04:46	2009-01-01 13:09:51
13800010769	2009-01-01 13:04:55	2009-01-01 13:07:09
13800010335	2009-01-01 13:04:59	2009-01-01 13:08:01
13800010850	2009-01-01 13:05:09	2009-01-01 13:06:14
13800010107	2009-01-01 13:05:09	2009-01-01 13:06:54
13800010039	2009-01-01 13:11:24	2009-01-01 13:15:12
13800010720	2009-01-01 13:11:28	2009-01-01 13:14:05
13800010314	2009-01-01 13:11:30	2009-01-01 13:12:39
13800010058	2009-01-01 13:11:32	2009-01-01 13:16:30
13800010279	2009-01-01 13:11:45	2009-01-01 13:50:41
13800010567	2009-01-01 13:11:49	2009-01-01 13:14:38
13800010614	2009-01-01 13:11:53	2009-01-01 13:15:59
13800010776	2009-01-01 13:12:03	2009-01-01 13:16:51
13800010287	2009-01-01 13:12:14	2009-01-01 13:17:22
13800010594	2009-01-01 13:12:18	2009-01-01 13:16:08
13800010634	2009-01-01 13:12:18	2009-01-01 13:15:06
13800010477	2009-01-01 13:12:23	2009-01-01 13:15:54
13800010654	2009-01-01 13:12:27	2009-01-01 13:14:15
13800010854	2009-01-01 13:12:37	2009-01-01 13:13:48
13800010191	2009-01-01 13:12:39	2009-01-01 13:15:38
13800010015	2009-01-01 13:12:45	2009-01-01 13:17:37
13800010162	2009-01-01 13:12:47	2009-01-01 13:15:39
13800010651	2009-01-01 13:12:48	2009-01-01 14:09:20
13800010788	2009-01-01 13:12:52	2009-01-01 13:17:31
13800010639	2009-01-01 13:12:54	2009-01-01 13:17:51
13800010568	2009-01-01 13:12:55	2009-01-01 13:13:37
13800010218	2009-01-01 13:12:56	2009-01-01 13:13:50
13800010849	2009-01-01 13:13:00	2009-01-01 13:18:08
13800010255	2009-01-01 13:13:00	2009-01-01 13:15:16
13800010252	2009-01-01 13:13:05	2009-01-01 13:13:36
13800010673	2009-01-01 13:13:16	2009-01-01 13:59:12
13800010044	2009-01-01 13:13:18	2009-01-01 13:15:28
13800010652	2009-01-01 13:13:22	2009-01-01 13:15:10
13800010829	2009-01-01 13:13:24	2009-01-01 13:15:07
13800010811	2009-01-01 13:13:25	2009-01-01 13:16:22
13800010349	2009-01-01 13:13:33	2009-01-01 13:18:06
13800010655	2009-01-01 13:13:36	2009-01-01 13:17:53
13800010489	2009-01-01 13:13:45	2009-01-01 13:16:35
13800010733	2009-01-01 13:13:49	2009-01-01 13:18:48
13800010372	2009-01-01 13:14:02	2009-01-01 13:17:40
13800010405	2009-01-01 13:14:03	2009-01-01 13:18:53
13800010551	2009-01-01 13:14:17	2009-01-01 13:16:15
13800010649	2009-01-01 13:14:20	2009-01-01 14:12:07
13800010226	2009-01-01 13:14:23	2009-01-01 13:16:08
13800010795	2009-01-01 13:14:23	2009-01-01 13:16:51
13800010809	2009-01-01 13:14:33	2009-01-01 13:18:37
13800010282	2009-01-01 13:14:33	2009-01-01 13:19:41
13800010442	2009-01-01 13:14:35	2009-01-01 13:17:54
13800010523	2009-01-01 13:14:40	2009-01-01 13:15:21
13800010840	2009-01-01 13:14:47	2009-01-01 13:34:08
13800010012	2009-01-01 13:14:47	2009-01-01 13:17:09
13800010098	2009-01-01 13:14:51	2009-01-01 13:18:45
13800010001	2009-01-01 13:15:01	2009-01-01 14:08:07
13800010485	2009-01-01 13:15:06	2009-01-01 13:18:41
13800010052	2009-01-01 13:15:11	2009-01-01 13:20:03
13800010845	2009-01-01 13:15:28	2009-01-01 13:43:26
13800010528	2009-01-01 13:15:28	2009-01-01 13:16:50
13800010353	2009-01-01 13:15:29	2009-01-01 13:16:38
13800010325	2009-01-01 13:15:31	2009-01-01 13:18:23
13800010600	2009-01-01 13:15:37	2009-01-01 13:48:46
13800010033	2009-01-01 13:15:42	2009-01-01 13:42:44
13800010138	2009-01-01 13:15:44	2009-01-01 13:18:27
13800010306	2009-01-01 13:15:44	2009-01-01 13:20:11
13800010862	2009-01-01 13:15:51	2009-01-01 13:20:09
13800010508	2009-01-01 13:15:55	2009-01-01 13:18:52
13800010745	2009-01-01 13:15:57	2009-01-01 13:18:59
13800010003	2009-01-01 13:16:03	2009-01-01 13:18:13
13800010428	2009-01-01 13:16:14	2009-01-01 13:21:01
13800010221	2009-01-01 13:16:18	2009-01-01 13:20:24
13800010064	2009-01-01 13:16:19	2009-01-01 13:18:56
13800010562	2009-01-01 13:16:23	2009-01-01 14:00:43
13800010136	2009-01-01 13:16:24	2009-01-01 13:18:28
13800010182	2009-01-01 13:16:25	2009-01-01 13:18:40
13800010293	2009-01-01 13:16:34	2009-01-01 13:19:36
13800010780	2009-01-01 13:16:34	2009-01-01 13:20:08
13800010031	2009-01-01 13:16:50	2009-01-01 13:18:32
13800010618	2009-01-01 13:16:50	2009-01-01 13:21:33
13800010750	2009-01-01 13:16:51	2009-01-01 13:20:58
13800010236	2009-01-01 13:16:54	2009-01-01 13:17:21
13800010057	2009-01-01 13:16:57	2009-01-01 13:19:22
13800010289	2009-01-01 13:16:59	2009-01-01 13:21:03
13800010709	2009-01-01 13:17:00	2009-01-01 13:21:50
13800010888	2009-01-01 13:17:10	2009-01-01 13:18:33
13800010810	2009-01-01 13:17:14	2009-01-01 13:19:28
13800010708	2009-01-01 13:17:19	2009-01-01 13:21:49
13800010716	2009-01-01 13:17:24	2009-01-01 13:21:39
13800010392	2009-01-01 13:17:28	2009-01-01 14:15:23
13800010584	2009-01-01 13:17:36	2009-01-01 13:37:41
13800010349	2009-01-01 13:23:44	2009-01-01 13:26:03
13800010383	2009-01-01 13:23:57	2009-01-01 13:26:35
13800010096	2009-01-01 13:23:59	2009-01-01 13:44:18
13800010058	2009-01-01 13:24:04	2009-01-01 13:26:55
13800010666	2009-01-01 13:24:06	2009-01-01 13:28:45
13800010554	2009-01-01 13:24:07	2009-01-01 13:26:34
13800010373	2009-01-01 13:24:08	2009-01-01 13:25:44
13800010251	2009-01-01 13:24:14	2009-01-01 13:26:50
13800010240	2009-01-01 13:24:23	2009-01-01 13:26:50
13800010805	2009-01-01 13:24:23	2009-01-01 13:29:07
13800010720	2009-01-01 13:24:24	2009-01-01 13:25:50
13800010724	2009-01-01 13:24:32	2009-01-01 13:25:06
13800010781	2009-01-01 13:24:37	2009-01-01 13:29:06
13800010074	2009-01-01 13:24:38	2009-01-01 13:29:13
13800010342	2009-01-01 13:24:38	2009-01-01 13:28:22
13800010018	2009-01-01 13:24:43	2009-01-01 13:26:00
13800010119	2009-01-01 13:24:43	2009-01-01 13:47:32
13800010827	2009-01-01 13:24:46	2009-01-01 13:29:38
13800010847	2009-01-01 13:24:53	2009-01-01 13:26:03
13800010040	2009-01-01 13:24:55	2009-01-01 13:26:49
13800010860	2009-01-01 13:24:58	2009-01-01 13:28:07
13800010829	2009-01-01 13:25:02	2009-01-01 13:25:55
13800010366	2009-01-01 13:25:03	2009-01-01 13:28:10
13800010077	2009-01-01 13:25:06	2009-01-01 13:27:20
13800010620	2009-01-01 13:25:08	2009-01-01 13:25:56
13800010285	2009-01-01 13:25:15	2009-01-01 13:27:44
13800010367	2009-01-01 13:25:18	2009-01-01 13:27:54
13800010588	2009-01-01 13:25:21	2009-01-01 13:26:32
13800010069	2009-01-01 13:25:27	2009-01-01 13:27:18
13800010640	2009-01-01 13:25:57	2009-01-01 13:29:40
13800010188	2009-01-01 13:26:01	2009-01-01 13:29:26
13800010290	2009-01-01 13:26:02	2009-01-01 13:28:24
13800010032	2009-01-01 13:26:13	2009-01-01 13:27:12
13800010015	2009-01-01 13:26:15	2009-01-01 13:31:18
13800010089	2009-01-01 13:26:21	2009-01-01 13:27:20
13800010499	2009-01-01 13:26:21	2009-01-01 13:31:29
13800010454	2009-01-01 13:26:24	2009-01-01 13:27:51
13800010736	2009-01-01 13:26:29	2009-01-01 14:09:48
13800010332	2009-01-01 13:26:30	2009-01-01 13:29:33
13800010831	2009-01-01 13:26:35	2009-01-01 13:30:01
13800010390	2009-01-01 13:26:38	2009-01-01 13:31:34
13800010825	2009-01-01 13:26:43	2009-01-01 14:26:37
13800010149	2009-01-01 13:26:51	2009-01-01 13:29:05
13800010876	2009-01-01 13:26:56	2009-01-01 13:31:32
13800010375	2009-01-01 13:27:03	2009-01-01 13:29:41
13800010754	2009-01-01 13:27:07	2009-01-01 13:31:01
13800010183	2009-01-01 13:27:07	2009-01-01 13:28:52
13800010680	2009-01-01 13:27:08	2009-01-01 13:31:29
13800010254	2009-01-01 13:27:08	2009-01-01 13:31:28
13800010738	2009-01-01 13:27:29	2009-01-01 13:29:25
13800010517	2009-01-01 13:27:29	2009-01-01 13:31:22
13800010456	2009-01-01 13:27:36	2009-01-01 13:30:03
13800010471	2009-01-01 13:27:43	2009-01-01 13:29:33
13800010623	2009-01-01 13:27:46	2009-01-01 13:30:42
13800010500	2009-01-01 13:27:52	2009-01-01 14:04:41
13800010595	2009-01-01 13:27:54	2009-01-01 13:33:01
13800010613	2009-01-01 13:27:55	2009-01-01 13:32:31
13800010663	2009-01-01 13:28:01	2009-01-01 13:30:29
13800010766	2009-01-01 13:28:04	2009-01-01 13:29:17
13800010103	2009-01-01 13:28:05	2009-01-01 13:30:54
13800010258	2009-01-01 13:28:07	2009-01-01 13:32:30
13800010287	2009-01-01 13:28:12	2009-01-01 13:29:02
13800010480	2009-01-01 13:28:22	2009-01-01 13:33:19
13800010093	2009-01-01 13:28:35	2009-01-01 13:32:00
13800010179	2009-01-01 13:28:45	2009-01-01 13:29:44
13800010879	2009-01-01 13:28:45	2009-01-01 14:21:15
13800010823	2009-01-01 13:28:55	2009-01-01 13:32:21
13800010492	2009-01-01 13:28:59	2009-01-01 13:33:22
13800010768	2009-01-01 13:28:59	2009-01-01 13:33:23
13800010667	2009-01-01 13:29:04	2009-01-01 13:29:28
13800010032	2009-01-01 13:29:12	2009-01-01 13:32:35
13800010652	2009-01-01 13:29:12	2009-01-01 13:31:23
13800010080	2009-01-01 13:29:14	2009-01-01 13:30:48
13800010470	2009-01-01 13:29:15	2009-01-01 13:31:10
13800010382	2009-01-01 13:29:22	2009-01-01 13:29:43
13800010077	2009-01-01 13:29:23	2009-01-01 13:31:59
13800010419	2009-01-01 13:29:30	2009-01-01 13:29:51
13800010047	2009-01-01 13:29:32	2009-01-01 14:28:59
13800010147	2009-01-01 13:29:38	2009-01-01 13:34:20
13800010150	2009-01-01 13:29:43	2009-01-01 13:33:09
13800010202	2009-01-01 13:29:47	2009-01-01 13:34:26
13800010274	2009-01-01 13:29:48	2009-01-01 13:30:24
13800010191	2009-01-01 13:29:56	2009-01-01 14:27:37
13800010856	2009-01-01 13:35:51	2009-01-01 13:40:14
13800010618	2009-01-01 13:35:54	2009-01-01 13:40:08
13800010254	2009-01-01 13:35:55	2009-01-01 13:36:18
13800010113	2009-01-01 13:36:03	2009-01-01 13:36:52
13800010238	2009-01-01 13:36:03	2009-01-01 13:36:52
13800010763	2009-01-01 13:36:07	2009-01-01 13:41:10
13800010619	2009-01-01 13:36:08	2009-01-01 13:37:32
13800010795	2009-01-01 13:36:17	2009-01-01 13:38:16
13800010145	2009-01-01 13:36:27	2009-01-01 13:37:18
13800010877	2009-01-01 13:36:30	2009-01-01 14:06:39
13800010398	2009-01-01 13:36:35	2009-01-01 13:39:24
13800010222	2009-01-01 13:36:36	2009-01-01 13:41:23
13800010594	2009-01-01 13:36:52	2009-01-01 13:38:27
13800010579	2009-01-01 13:37:05	2009-01-01 13:57:43
13800010841	2009-01-01 13:37:14	2009-01-01 13:40:27
13800010519	2009-01-01 13:37:17	2009-01-01 13:37:57
13800010578	2009-01-01 13:37:17	2009-01-01 13:40:38
13800010059	2009-01-01 13:37:19	2009-01-01 13:41:32
13800010799	2009-01-01 13:37:26	2009-01-01 13:38:45
13800010611	2009-01-01 13:37:32	2009-01-01 13:38:17
13800010186	2009-01-01 13:37:35	2009-01-01 13:40:33
13800010743	2009-01-01 13:37:42	2009-01-01 13:39:08
13800010014	2009-01-01 13:37:44	2009-01-01 13:38:48
13800010270	2009-01-01 13:37:45	2009-01-01 13:42:15
13800010748	2009-01-01 13:37:45	2009-01-01 13:40:22
13800010699	2009-01-01 13:37:46	2009-01-01 13:40:23
13800010685	2009-01-01 13:37:47	2009-01-01 13:41:35
13800010018	2009-01-01 13:37:47	2009-01-01 13:42:30
13800010633	2009-01-01 13:37:47	2009-01-01 13:42:01
13800010550	2009-01-01 13:37:58	2009-01-01 14:23:53
13800010342	2009-01-01 13:37:58	2009-01-01 13:42:14
13800010783	2009-01-01 13:38:08	2009-01-01 13:42:15
13800010372	2009-01-01 13:38:16	2009-01-01 13:41:03
13800010527	2009-01-01 13:38:22	2009-01-01 13:39:35
13800010567	2009-01-01 13:38:23	2009-01-01 13:41:48
13800010137	2009-01-01 13:38:26	2009-01-01 13:42:42
13800010038	2009-01-01 13:38:27	2009-01-01 13:41:33
13800010822	2009-01-01 13:38:30	2009-01-01 13:41:23
13800010006	2009-01-01 13:38:36	2009-01-01 13:42:02
13800010764	2009-01-01 13:38:40	2009-01-01 13:41:40
13800010870	2009-01-01 13:38:41	2009-01-01 13:41:23
13800010304	2009-01-01 13:38:41	2009-01-01 13:43:52
13800010827	2009-01-01 13:38:44	2009-01-01 13:41:05
13800010599	2009-01-01 13:38:45	2009-01-01 13:40:27
13800010755	2009-01-01 13:38:49	2009-01-01 13:43:29
13800010356	2009-01-01 13:38:49	2009-01-01 13:43:49
13800010135	2009-01-01 13:38:57	2009-01-01 14:11:09
13800010494	2009-01-01 13:38:57	2009-01-01 13:43:10
13800010800	2009-01-01 13:39:06	2009-01-01 13:44:12
13800010411	2009-01-01 13:39:10	2009-01-01 13:44:27
13800010224	2009-01-01 13:39:15	2009-01-01 13:40:05
13800010854	2009-01-01 13:39:18	2009-01-01 13:43:53
13800010869	2009-01-01 13:39:21	2009-01-01 13:41:32
13800010547	2009-01-01 13:39:38	2009-01-01 13:57:07
13800010213	2009-01-01 13:39:41	2009-01-01 13:42:56
13800010041	2009-01-01 13:39:50	2009-01-01 13:40:39
13800010149	2009-01-01 13:39:52	2009-01-01 13:41:53
13800010180	2009-01-01 13:39:55	2009-01-01 13:43:16
13800010262	2009-01-01 13:39:56	2009-01-01 13:40:35
13800010247	2009-01-01 13:40:00	2009-01-01 13:44:57
13800010892	2009-01-01 13:40:05	2009-01-01 13:41:57
13800010415	2009-01-01 13:40:05	2009-01-01 14:32:49
13800010561	2009-01-01 13:40:05	2009-01-01 14:05:46
13800010499	2009-01-01 13:40:07	2009-01-01 13:40:27
13800010282	2009-01-01 13:40:08	2009-01-01 13:43:58
13800010352	2009-01-01 13:40:26	2009-01-01 14:22:30
13800010020	2009-01-01 13:40:30	2009-01-01 14:38:14
13800010021	2009-01-01 13:40:30	2009-01-01 13:43:01
13800010161	2009-01-01 13:40:34	2009-01-01 13:44:57
13800010653	2009-01-01 13:40:51	2009-01-01 13:46:05
13800010349	2009-01-01 13:40:58	2009-01-01 13:43:39
13800010821	2009-01-01 13:41:04	2009-01-01 13:42:14
13800010417	2009-01-01 13:41:13	2009-01-01 13:44:39
13800010189	2009-01-01 13:41:15	2009-01-01 13:43:42
