clerk_name	sale_date	sale_amt
Harry	1995-01-20 00:00:00	4193
Bill	1995-01-20 00:00:00	356
Johnson	1995-01-21 00:00:00	1633
Larry	1995-01-21 00:00:00	3203
Dow	1995-01-21 00:00:00	2305
Jenny	1995-01-21 00:00:00	2142
Baker	1995-01-21 00:00:00	982
Mary	1995-01-21 00:00:00	1682
Tom	1995-01-21 00:00:00	2922
Steven	1995-01-21 00:00:00	4538
Harry	1995-01-21 00:00:00	3462
Bill	1995-01-21 00:00:00	4631
Johnson	1995-01-22 00:00:00	1986
Larry	1995-01-22 00:00:00	2533
Dow	1995-01-22 00:00:00	1677
Jenny	1995-01-22 00:00:00	27
Baker	1995-01-22 00:00:00	714
Mary	1995-01-22 00:00:00	2688
Tom	1995-01-22 00:00:00	467
Steven	1995-01-22 00:00:00	4414
Harry	1995-01-22 00:00:00	1897
Bill	1995-01-22 00:00:00	3830
Johnson	1995-01-23 00:00:00	3323
Larry	1995-01-23 00:00:00	3886
Dow	1995-01-23 00:00:00	2946
Jenny	1995-01-23 00:00:00	4134
Baker	1995-01-23 00:00:00	3295
Mary	1995-01-23 00:00:00	367
Tom	1995-01-23 00:00:00	1006
Steven	1995-01-23 00:00:00	3155
Harry	1995-01-23 00:00:00	3748
Bill	1995-01-23 00:00:00	1342
Johnson	1995-01-24 00:00:00	2893
Larry	1995-01-24 00:00:00	1773
Dow	1995-01-24 00:00:00	4634
Jenny	1995-01-24 00:00:00	4079
Baker	1995-01-24 00:00:00	2069
Mary	1995-01-24 00:00:00	609
Tom	1995-01-24 00:00:00	4834
Steven	1995-01-24 00:00:00	4046
Harry	1995-01-24 00:00:00	1411
Bill	1995-01-24 00:00:00	3438
Johnson	1995-01-25 00:00:00	502
Larry	1995-01-25 00:00:00	1639
Dow	1995-01-25 00:00:00	4046
Jenny	1995-01-25 00:00:00	1288
Baker	1995-01-25 00:00:00	3289
Mary	1995-01-25 00:00:00	1597
Tom	1995-01-25 00:00:00	109
Steven	1995-01-25 00:00:00	441
Harry	1995-01-25 00:00:00	787
Bill	1995-01-25 00:00:00	439
Johnson	1995-01-26 00:00:00	4865
Larry	1995-01-26 00:00:00	3273
Dow	1995-01-26 00:00:00	4521
Jenny	1995-01-26 00:00:00	4073
Baker	1995-01-26 00:00:00	3299
Mary	1995-01-26 00:00:00	4963
Tom	1995-01-26 00:00:00	3332
Steven	1995-01-26 00:00:00	272
Harry	1995-01-26 00:00:00	2916
Bill	1995-01-26 00:00:00	1393
Johnson	1995-01-27 00:00:00	2077
Larry	1995-01-27 00:00:00	4064
Dow	1995-01-27 00:00:00	200
Jenny	1995-01-27 00:00:00	4195
Baker	1995-01-27 00:00:00	2132
Mary	1995-01-27 00:00:00	3201
Tom	1995-01-27 00:00:00	1913
Steven	1995-01-27 00:00:00	2783
Harry	1995-01-27 00:00:00	1313
Bill	1995-01-27 00:00:00	802
Johnson	1995-01-28 00:00:00	167
Larry	1995-01-28 00:00:00	385
Dow	1995-01-28 00:00:00	1478
Jenny	1995-01-28 00:00:00	2913
Baker	1995-01-28 00:00:00	4989
Mary	1995-01-28 00:00:00	1532
Tom	1995-01-28 00:00:00	2262
Steven	1995-01-28 00:00:00	242
Harry	1995-01-28 00:00:00	4938
Bill	1995-01-28 00:00:00	2219
Johnson	1995-01-29 00:00:00	4089
Larry	1995-01-29 00:00:00	544
Dow	1995-01-29 00:00:00	160
Jenny	1995-01-29 00:00:00	949
Baker	1995-01-29 00:00:00	2871
Mary	1995-01-29 00:00:00	1179
Tom	1995-01-29 00:00:00	3167
Steven	1995-01-29 00:00:00	4176
Harry	1995-01-29 00:00:00	2566
Bill	1995-01-29 00:00:00	184
Johnson	1995-01-30 00:00:00	544
Larry	1995-01-30 00:00:00	3241
Dow	1995-01-30 00:00:00	65
Jenny	1995-01-30 00:00:00	3767
Baker	1995-01-30 00:00:00	3724
Mary	1995-01-30 00:00:00	1773
Tom	1995-01-30 00:00:00	4736
Steven	1995-01-30 00:00:00	3552
Harry	1995-01-30 00:00:00	3947
Bill	1995-01-30 00:00:00	2622
Johnson	1995-01-31 00:00:00	2311
Larry	1995-01-31 00:00:00	3016
Dow	1995-01-31 00:00:00	545
Jenny	1995-01-31 00:00:00	1876
Baker	1995-01-31 00:00:00	4682
Mary	1995-01-31 00:00:00	4536
Tom	1995-01-31 00:00:00	2710
Steven	1995-01-31 00:00:00	4161
Harry	1995-01-31 00:00:00	3644
Bill	1995-01-31 00:00:00	1138
Johnson	1995-02-01 00:00:00	3006
Larry	1995-02-01 00:00:00	3457
Dow	1995-02-01 00:00:00	2548
Jenny	1995-02-01 00:00:00	605
Baker	1995-02-01 00:00:00	939
Mary	1995-02-01 00:00:00	1882
Tom	1995-02-01 00:00:00	331
Steven	1995-02-01 00:00:00	3814
Harry	1995-02-01 00:00:00	2102
Bill	1995-02-01 00:00:00	489
Johnson	1995-02-02 00:00:00	2429
Larry	1995-02-02 00:00:00	4287
Dow	1995-02-02 00:00:00	2500
Jenny	1995-02-02 00:00:00	917
Baker	1995-02-02 00:00:00	2617
Mary	1995-02-02 00:00:00	1758
Tom	1995-02-02 00:00:00	3918
Steven	1995-02-02 00:00:00	4864
Harry	1995-02-02 00:00:00	3904
Bill	1995-02-02 00:00:00	4200
Johnson	1995-02-03 00:00:00	4400
Larry	1995-02-03 00:00:00	4737
Dow	1995-02-03 00:00:00	255
Jenny	1995-02-03 00:00:00	149
Baker	1995-02-03 00:00:00	3143
Mary	1995-02-03 00:00:00	3507
Tom	1995-02-03 00:00:00	4033
Steven	1995-02-03 00:00:00	1358
Harry	1995-02-03 00:00:00	1449
Bill	1995-02-03 00:00:00	4753
Johnson	1995-02-04 00:00:00	1745
Larry	1995-02-04 00:00:00	4795
Dow	1995-02-04 00:00:00	650
Jenny	1995-02-04 00:00:00	101
Baker	1995-02-04 00:00:00	2896
Mary	1995-02-04 00:00:00	2718
Tom	1995-02-04 00:00:00	4312
Steven	1995-02-04 00:00:00	819
Harry	1995-02-04 00:00:00	3486
Bill	1995-02-04 00:00:00	128
Johnson	1995-02-05 00:00:00	379
Larry	1995-02-05 00:00:00	3064
Dow	1995-02-05 00:00:00	1967
Jenny	1995-02-05 00:00:00	196
Baker	1995-02-05 00:00:00	4349
Mary	1995-02-05 00:00:00	2423
Tom	1995-02-05 00:00:00	1277
Steven	1995-02-05 00:00:00	357
Harry	1995-02-05 00:00:00	2028
Bill	1995-02-05 00:00:00	2705
Johnson	1995-02-06 00:00:00	913
Larry	1995-02-06 00:00:00	4629
Dow	1995-02-06 00:00:00	4852
Jenny	1995-02-06 00:00:00	1595
Baker	1995-02-06 00:00:00	2862
Mary	1995-02-06 00:00:00	1410
Tom	1995-02-06 00:00:00	2320
Steven	1995-02-06 00:00:00	1718
Harry	1995-02-06 00:00:00	4620
Bill	1995-02-06 00:00:00	389
Johnson	1995-02-07 00:00:00	4581
Larry	1995-02-07 00:00:00	4835
Dow	1995-02-07 00:00:00	1452
Jenny	1995-02-07 00:00:00	2479
Baker	1995-02-07 00:00:00	3827
Mary	1995-03-29 00:00:00	1041
Tom	1995-03-29 00:00:00	463
Steven	1995-03-29 00:00:00	4985
Harry	1995-03-29 00:00:00	179
Bill	1995-03-29 00:00:00	65
Johnson	1995-03-30 00:00:00	242
Larry	1995-03-30 00:00:00	212
Dow	1995-03-30 00:00:00	4577
Jenny	1995-03-30 00:00:00	3191
Baker	1995-03-30 00:00:00	319
Mary	1995-03-30 00:00:00	4700
Tom	1995-03-30 00:00:00	3254
Steven	1995-03-30 00:00:00	2376
Harry	1995-03-30 00:00:00	4699
Bill	1995-03-30 00:00:00	4384
Johnson	1995-03-31 00:00:00	3401
Larry	1995-03-31 00:00:00	1515
Dow	1995-03-31 00:00:00	3191
Jenny	1995-03-31 00:00:00	660
Baker	1995-03-31 00:00:00	241
Mary	1995-03-31 00:00:00	4072
Tom	1995-03-31 00:00:00	4122
Steven	1995-03-31 00:00:00	4267
Harry	1995-03-31 00:00:00	4880
Bill	1995-03-31 00:00:00	4772
Johnson	1995-04-01 00:00:00	4788
Larry	1995-04-01 00:00:00	4385
Dow	1995-04-01 00:00:00	825
Jenny	1995-04-01 00:00:00	1447
Baker	1995-04-01 00:00:00	2537
Mary	1995-04-01 00:00:00	2783
Tom	1995-04-01 00:00:00	4246
Steven	1995-04-01 00:00:00	2033
Harry	1995-04-01 00:00:00	521
Bill	1995-04-01 00:00:00	2759
Johnson	1995-04-02 00:00:00	828
Larry	1995-04-02 00:00:00	3900
Dow	1995-04-02 00:00:00	2762
Jenny	1995-04-02 00:00:00	3278
Baker	1995-04-02 00:00:00	1854
Mary	1995-04-02 00:00:00	3113
Tom	1995-04-02 00:00:00	3412
Steven	1995-04-02 00:00:00	219
Harry	1995-04-02 00:00:00	3948
Bill	1995-04-02 00:00:00	8
Johnson	1995-04-03 00:00:00	4743
Larry	1995-04-03 00:00:00	3865
Dow	1995-04-03 00:00:00	808
Jenny	1995-04-03 00:00:00	4438
Baker	1995-04-03 00:00:00	2690
Mary	1995-04-03 00:00:00	4806
Tom	1995-04-03 00:00:00	1101
Steven	1995-04-03 00:00:00	4379
Harry	1995-04-03 00:00:00	2521
Bill	1995-04-03 00:00:00	4267
Johnson	1995-04-04 00:00:00	4634
Larry	1995-04-04 00:00:00	129
Dow	1995-04-04 00:00:00	518
Jenny	1995-04-04 00:00:00	4416
Baker	1995-04-04 00:00:00	3847
Mary	1995-04-04 00:00:00	3227
Tom	1995-04-04 00:00:00	395
Steven	1995-04-04 00:00:00	4632
Harry	1995-04-04 00:00:00	4654
Bill	1995-04-04 00:00:00	4343
Johnson	1995-04-05 00:00:00	545
Larry	1995-04-05 00:00:00	853
Dow	1995-04-05 00:00:00	4673
Jenny	1995-04-05 00:00:00	2802
Baker	1995-04-05 00:00:00	99
Mary	1995-04-05 00:00:00	2036
Tom	1995-04-05 00:00:00	2919
Steven	1995-04-05 00:00:00	2149
Harry	1995-04-05 00:00:00	3225
Bill	1995-04-05 00:00:00	537
Johnson	1995-04-06 00:00:00	3113
Larry	1995-04-06 00:00:00	1093
Dow	1995-04-06 00:00:00	2051
Jenny	1995-04-06 00:00:00	1661
Baker	1995-04-06 00:00:00	2844
Mary	1995-04-06 00:00:00	2483
Tom	1995-04-06 00:00:00	4081
Steven	1995-04-06 00:00:00	1954
Harry	1995-04-06 00:00:00	2989
Bill	1995-04-06 00:00:00	4480
Johnson	1995-04-07 00:00:00	8
Larry	1995-04-07 00:00:00	858
Dow	1995-04-07 00:00:00	917
Jenny	1995-04-07 00:00:00	2956
Baker	1995-04-07 00:00:00	2381
Mary	1995-04-07 00:00:00	1196
Tom	1995-04-07 00:00:00	2248
Steven	1995-04-07 00:00:00	2215
Harry	1995-04-07 00:00:00	4671
Bill	1995-04-07 00:00:00	575
Johnson	1995-04-08 00:00:00	4112
Larry	1995-04-08 00:00:00	2566
Dow	1995-04-08 00:00:00	3888
Jenny	1995-04-08 00:00:00	3211
Baker	1995-04-08 00:00:00	3169
Mary	1995-04-08 00:00:00	2923
Tom	1995-04-08 00:00:00	3076
Steven	1995-04-08 00:00:00	4868
Harry	1995-04-08 00:00:00	3886
Bill	1995-04-08 00:00:00	4578
Johnson	1995-04-09 00:00:00	2652
Larry	1995-04-09 00:00:00	2568
Dow	1995-04-09 00:00:00	1936
Jenny	1995-04-09 00:00:00	3510
Baker	1995-04-09 00:00:00	1825
Mary	1995-04-09 00:00:00	472
Tom	1995-04-09 00:00:00	3892
Steven	1995-04-09 00:00:00	3130
Harry	1995-04-09 00:00:00	3010
Bill	1995-04-09 00:00:00	3886
Johnson	1995-04-10 00:00:00	2827
Larry	1995-04-10 00:00:00	2149
Dow	1995-04-10 00:00:00	3481
Jenny	1995-04-10 00:00:00	4646
Baker	1995-04-10 00:00:00	4776
Mary	1995-04-10 00:00:00	3331
Tom	1995-04-10 00:00:00	4267
Steven	1995-04-10 00:00:00	3224
Harry	1995-04-10 00:00:00	3537
Bill	1995-04-10 00:00:00	3261
Johnson	1995-04-11 00:00:00	1686
Larry	1995-04-11 00:00:00	784
Dow	1995-04-11 00:00:00	701
Jenny	1995-04-11 00:00:00	901
Baker	1995-04-11 00:00:00	1710
Mary	1995-04-11 00:00:00	3076
Tom	1995-04-11 00:00:00	4365
Steven	1995-04-11 00:00:00	3625
Harry	1995-04-11 00:00:00	1827
Bill	1995-04-11 00:00:00	2485
Johnson	1995-04-12 00:00:00	3466
Larry	1995-04-12 00:00:00	3623
Dow	1995-04-12 00:00:00	3935
Jenny	1995-04-12 00:00:00	4778
Baker	1995-04-12 00:00:00	300
Mary	1995-04-12 00:00:00	64
Tom	1995-04-12 00:00:00	310
Steven	1995-04-12 00:00:00	3086
Harry	1995-04-12 00:00:00	1355
Bill	1995-04-12 00:00:00	3159
Johnson	1995-04-13 00:00:00	2650
Larry	1995-04-13 00:00:00	3458
Dow	1995-04-13 00:00:00	1232
Jenny	1995-04-13 00:00:00	332
Baker	1995-04-13 00:00:00	1755
Mary	1995-04-13 00:00:00	3856
Tom	1995-04-13 00:00:00	1097
Steven	1995-04-13 00:00:00	2003
Harry	1995-04-13 00:00:00	2411
Bill	1995-04-13 00:00:00	1851
Johnson	1995-04-14 00:00:00	1805
Larry	1995-04-14 00:00:00	142
Dow	1995-04-14 00:00:00	4696
Jenny	1995-04-14 00:00:00	340
Baker	1995-04-14 00:00:00	2549
Mary	1995-04-14 00:00:00	1607
Tom	1995-04-14 00:00:00	3978
Steven	1995-04-14 00:00:00	596
Harry	1995-04-14 00:00:00	3667
Bill	1995-04-14 00:00:00	467
Johnson	1995-04-15 00:00:00	2579
Larry	1995-04-15 00:00:00	2564
Dow	1995-04-15 00:00:00	2011
Jenny	1995-04-15 00:00:00	3972
Baker	1995-04-15 00:00:00	1227
Mary	1995-04-15 00:00:00	3851
Tom	1995-04-15 00:00:00	4118
Steven	1995-04-15 00:00:00	549
Harry	1995-04-15 00:00:00	3139
Bill	1995-04-15 00:00:00	1082
Johnson	1995-04-16 00:00:00	1270
Larry	1995-04-16 00:00:00	237
Dow	1995-04-16 00:00:00	2825
Jenny	1995-04-16 00:00:00	322
Baker	1995-04-16 00:00:00	1405
Mary	1995-04-16 00:00:00	3264
Tom	1995-04-16 00:00:00	472
Steven	1995-04-16 00:00:00	2089
Harry	1995-04-16 00:00:00	776
Bill	1995-04-16 00:00:00	1043
Johnson	1995-04-17 00:00:00	1084
Larry	1995-04-17 00:00:00	1071
Dow	1995-04-17 00:00:00	3179
Jenny	1995-04-17 00:00:00	745
Baker	1995-04-17 00:00:00	361
Mary	1995-04-17 00:00:00	1054
Tom	1995-04-17 00:00:00	1566
Steven	1995-04-17 00:00:00	4715
Harry	1995-04-17 00:00:00	1716
Bill	1995-04-17 00:00:00	1675
Johnson	1995-04-18 00:00:00	858
Larry	1995-04-18 00:00:00	4451
Dow	1995-04-18 00:00:00	678
Jenny	1995-04-18 00:00:00	629
Baker	1995-04-18 00:00:00	1818
Mary	1995-04-18 00:00:00	554
Tom	1995-04-18 00:00:00	4401
Steven	1995-04-18 00:00:00	2604
Harry	1995-04-18 00:00:00	3906
Bill	1995-04-18 00:00:00	53
Johnson	1995-04-19 00:00:00	4930
Larry	1995-04-19 00:00:00	4771
Dow	1995-04-19 00:00:00	164
Jenny	1995-04-19 00:00:00	753
Baker	1995-04-19 00:00:00	386
Mary	1995-04-19 00:00:00	2909
Tom	1995-04-19 00:00:00	4275
Steven	1995-04-19 00:00:00	3836
Harry	1995-04-19 00:00:00	3258
Bill	1995-04-19 00:00:00	2327
Johnson	1995-04-20 00:00:00	4145
Larry	1995-04-20 00:00:00	743
Dow	1995-04-20 00:00:00	4529
Jenny	1995-04-20 00:00:00	3567
Baker	1995-04-20 00:00:00	2525
Mary	1995-04-20 00:00:00	3496
Tom	1995-04-20 00:00:00	1464
Steven	1995-04-20 00:00:00	4536
Harry	1995-04-20 00:00:00	3428
Bill	1995-04-20 00:00:00	3995
Johnson	1995-04-21 00:00:00	509
Larry	1995-04-21 00:00:00	3074
Dow	1995-04-21 00:00:00	3363
Jenny	1995-04-21 00:00:00	2515
Baker	1995-04-21 00:00:00	4878
Mary	1995-04-21 00:00:00	2189
Tom	1995-04-21 00:00:00	3673
Steven	1995-04-21 00:00:00	3563
Harry	1995-04-21 00:00:00	4118
Bill	1995-04-21 00:00:00	4153
Johnson	1995-04-22 00:00:00	4618
Larry	1995-04-22 00:00:00	3509
Dow	1995-04-22 00:00:00	124
Jenny	1995-04-22 00:00:00	4393
Baker	1995-04-22 00:00:00	3172
Mary	1995-04-22 00:00:00	3905
Tom	1995-04-22 00:00:00	838
Steven	1995-04-22 00:00:00	1651
Harry	1995-04-22 00:00:00	4891
Bill	1995-04-22 00:00:00	2217
Johnson	1995-04-23 00:00:00	4126
Larry	1995-04-23 00:00:00	2198
Dow	1995-04-23 00:00:00	644
Jenny	1995-04-23 00:00:00	2766
Baker	1995-04-23 00:00:00	151
Mary	1995-04-23 00:00:00	2991
Tom	1995-04-23 00:00:00	1401
Steven	1995-04-23 00:00:00	37
Harry	1995-04-23 00:00:00	883
Bill	1995-04-23 00:00:00	1520
Johnson	1995-04-24 00:00:00	3814
Larry	1995-04-24 00:00:00	4159
Dow	1995-04-24 00:00:00	253
Jenny	1995-04-24 00:00:00	3766
Baker	1995-04-24 00:00:00	764
Mary	1995-04-24 00:00:00	4275
Tom	1995-04-24 00:00:00	2868
Steven	1995-04-24 00:00:00	1117
Harry	1995-04-24 00:00:00	4649
Bill	1995-04-24 00:00:00	4731
Johnson	1995-04-25 00:00:00	3136
Larry	1995-04-25 00:00:00	2326
Dow	1995-04-25 00:00:00	1720
Jenny	1995-04-25 00:00:00	1505
Baker	1995-04-25 00:00:00	88
Mary	1995-04-25 00:00:00	2567
Tom	1995-04-25 00:00:00	3388
Steven	1995-04-25 00:00:00	2040
Harry	1995-04-25 00:00:00	1217
Bill	1995-04-25 00:00:00	3461
Johnson	1995-04-26 00:00:00	63
Larry	1995-04-26 00:00:00	721
Dow	1995-04-26 00:00:00	1138
Jenny	1995-04-26 00:00:00	483
Baker	1995-04-26 00:00:00	4742
Mary	1995-04-26 00:00:00	4547
Tom	1995-04-26 00:00:00	2956
Steven	1995-04-26 00:00:00	2514
Harry	1995-04-26 00:00:00	2266
Bill	1995-04-26 00:00:00	4166
Johnson	1995-04-27 00:00:00	1807
Larry	1995-04-27 00:00:00	2432
Dow	1995-04-27 00:00:00	890
Jenny	1995-04-27 00:00:00	4334
Baker	1995-04-27 00:00:00	1153
Mary	1995-04-27 00:00:00	2537
Tom	1995-04-27 00:00:00	569
Steven	1995-04-27 00:00:00	19
Harry	1995-04-27 00:00:00	3060
Bill	1995-04-27 00:00:00	4289
Johnson	1995-04-28 00:00:00	2155
Larry	1995-04-28 00:00:00	4854
Dow	1995-04-28 00:00:00	3880
Jenny	1995-04-28 00:00:00	3331
Baker	1995-04-28 00:00:00	3523
Mary	1995-04-28 00:00:00	2338
Tom	1995-04-28 00:00:00	1454
Steven	1995-04-28 00:00:00	2982
Harry	1995-04-28 00:00:00	2483
Bill	1995-04-28 00:00:00	2237
Johnson	1995-04-29 00:00:00	4214
Larry	1995-04-29 00:00:00	2461
Dow	1995-04-29 00:00:00	2251
Jenny	1995-04-29 00:00:00	4921
Baker	1995-04-29 00:00:00	1311
Mary	1995-04-29 00:00:00	4870
Tom	1995-04-29 00:00:00	3111
Steven	1995-04-29 00:00:00	4937
Harry	1995-04-29 00:00:00	1238
Bill	1995-04-29 00:00:00	4607
Johnson	1995-04-30 00:00:00	3927
Larry	1995-04-30 00:00:00	2007
Dow	1995-04-30 00:00:00	4210
Jenny	1995-04-30 00:00:00	4213
Baker	1995-04-30 00:00:00	4045
Mary	1995-04-30 00:00:00	2762
Tom	1995-04-30 00:00:00	979
Steven	1995-04-30 00:00:00	1840
Harry	1995-04-30 00:00:00	228
Bill	1995-04-30 00:00:00	4952
Johnson	1995-05-01 00:00:00	2616
Larry	1995-05-01 00:00:00	2463
Dow	1995-05-01 00:00:00	4234
Jenny	1995-05-01 00:00:00	2568
Baker	1995-05-01 00:00:00	2249
Mary	1995-05-01 00:00:00	3667
Tom	1995-05-01 00:00:00	4759
Steven	1995-05-01 00:00:00	320
Harry	1995-05-01 00:00:00	716
Bill	1995-05-01 00:00:00	348
Johnson	1995-05-02 00:00:00	2563
Larry	1995-05-02 00:00:00	4148
Dow	1995-05-02 00:00:00	3550
Jenny	1995-05-02 00:00:00	1959
Baker	1995-05-02 00:00:00	4710
Mary	1995-05-02 00:00:00	1024
Tom	1995-05-02 00:00:00	1774
Steven	1995-05-02 00:00:00	971
Harry	1995-05-02 00:00:00	3052
Bill	1995-05-02 00:00:00	1110
Johnson	1995-05-03 00:00:00	3518
Larry	1995-05-03 00:00:00	2090
Dow	1995-05-03 00:00:00	3249
Jenny	1995-05-03 00:00:00	3447
Baker	1995-05-03 00:00:00	2567
Mary	1995-05-03 00:00:00	3388
Tom	1995-05-03 00:00:00	3877
Steven	1995-05-03 00:00:00	2773
Harry	1995-05-03 00:00:00	3563
Bill	1995-05-03 00:00:00	2894
Johnson	1995-05-04 00:00:00	400
Larry	1995-05-04 00:00:00	4684
Dow	1995-05-04 00:00:00	1731
Jenny	1995-05-04 00:00:00	2414
Baker	1995-05-04 00:00:00	1108
Mary	1995-05-04 00:00:00	4369
Tom	1995-05-04 00:00:00	2683
Steven	1995-05-04 00:00:00	4292
Harry	1995-05-04 00:00:00	1413
Bill	1995-05-04 00:00:00	333
Johnson	1995-05-05 00:00:00	74
Larry	1995-05-05 00:00:00	1589
Dow	1995-05-05 00:00:00	4275
Jenny	1995-05-05 00:00:00	4080
Baker	1995-05-05 00:00:00	606
Mary	1995-05-05 00:00:00	2677
Tom	1995-05-05 00:00:00	2881
Steven	1995-05-05 00:00:00	4484
Harry	1995-05-05 00:00:00	2174
Bill	1995-05-05 00:00:00	2572
Johnson	1995-05-06 00:00:00	2160
Larry	1995-05-06 00:00:00	1705
Dow	1995-05-06 00:00:00	1733
Jenny	1995-05-06 00:00:00	414
Baker	1995-05-06 00:00:00	3106
Mary	1995-05-06 00:00:00	4817
Tom	1995-05-06 00:00:00	4826
Steven	1995-05-06 00:00:00	392
Harry	1995-05-06 00:00:00	3427
Bill	1995-05-06 00:00:00	4989
Johnson	1995-05-07 00:00:00	3551
Larry	1995-05-07 00:00:00	2042
Dow	1995-05-07 00:00:00	4468
Jenny	1995-05-07 00:00:00	1980
Baker	1995-05-07 00:00:00	4169
Mary	1995-05-07 00:00:00	319
Tom	1995-05-07 00:00:00	2980
Steven	1995-05-07 00:00:00	891
Harry	1995-05-07 00:00:00	4476
Bill	1995-05-07 00:00:00	1038
Johnson	1995-05-08 00:00:00	1801
Larry	1995-05-08 00:00:00	3638
Dow	1995-05-08 00:00:00	4529
Jenny	1995-05-08 00:00:00	3291
Baker	1995-05-08 00:00:00	1174
Mary	1995-05-08 00:00:00	336
Tom	1995-05-08 00:00:00	2295
Steven	1995-05-08 00:00:00	2228
Harry	1995-05-08 00:00:00	2033
Bill	1995-05-08 00:00:00	4870
Johnson	1995-05-09 00:00:00	3333
Larry	1995-05-09 00:00:00	3149
Dow	1995-05-09 00:00:00	4255
Jenny	1995-05-09 00:00:00	1232
Baker	1995-05-09 00:00:00	674
Mary	1995-05-09 00:00:00	1207
Tom	1995-05-09 00:00:00	1588
Steven	1995-05-09 00:00:00	2818
Harry	1995-05-09 00:00:00	2629
Bill	1995-05-09 00:00:00	137
Johnson	1995-05-10 00:00:00	664
Larry	1995-05-10 00:00:00	790
Dow	1995-05-10 00:00:00	2405
Jenny	1995-05-10 00:00:00	3350
Baker	1995-05-10 00:00:00	4307
Mary	1995-05-10 00:00:00	4747
Tom	1995-05-10 00:00:00	4040
Steven	1995-05-10 00:00:00	1392
Harry	1995-05-10 00:00:00	4080
Bill	1995-05-10 00:00:00	4430
Johnson	1995-05-11 00:00:00	4338
Larry	1995-05-11 00:00:00	1274
Dow	1995-05-11 00:00:00	3897
Jenny	1995-05-11 00:00:00	4924
Baker	1995-05-11 00:00:00	227
Mary	1995-05-11 00:00:00	397
Tom	1995-05-11 00:00:00	331
Steven	1995-05-11 00:00:00	4800
Harry	1995-05-11 00:00:00	189
Bill	1995-05-11 00:00:00	842
Johnson	1995-05-12 00:00:00	1151
Larry	1995-05-12 00:00:00	1989
Dow	1995-05-12 00:00:00	2160
Jenny	1995-05-12 00:00:00	3624
Baker	1995-05-12 00:00:00	1552
Mary	1995-05-12 00:00:00	715
Tom	1995-05-12 00:00:00	3675
Steven	1995-05-12 00:00:00	2059
Harry	1995-05-12 00:00:00	2449
Bill	1995-05-12 00:00:00	4707
Johnson	1995-05-13 00:00:00	2776
Larry	1995-05-13 00:00:00	3835
Dow	1995-05-13 00:00:00	2224
Jenny	1995-05-13 00:00:00	2024
Baker	1995-05-13 00:00:00	653
Mary	1995-05-13 00:00:00	2459
Tom	1995-05-13 00:00:00	2300
Steven	1995-05-13 00:00:00	279
Harry	1995-05-13 00:00:00	3838
Bill	1995-05-13 00:00:00	764
Johnson	1995-05-14 00:00:00	2962
Larry	1995-05-14 00:00:00	2716
Dow	1995-05-14 00:00:00	210
Jenny	1995-05-14 00:00:00	1825
Baker	1995-05-14 00:00:00	3916
Mary	1995-05-14 00:00:00	621
Tom	1995-05-14 00:00:00	4057
Steven	1995-05-14 00:00:00	1155
Harry	1995-05-14 00:00:00	4189
Bill	1995-05-14 00:00:00	776
Johnson	1995-05-15 00:00:00	896
Larry	1995-05-15 00:00:00	3348
Dow	1995-05-15 00:00:00	3082
Jenny	1995-05-15 00:00:00	3250
Baker	1995-05-15 00:00:00	2802
Mary	1995-05-15 00:00:00	1371
Tom	1995-05-15 00:00:00	3081
Steven	1995-05-15 00:00:00	4598
Harry	1995-05-15 00:00:00	4551
Bill	1995-05-15 00:00:00	2568
Johnson	1995-05-16 00:00:00	1819
Larry	1995-05-16 00:00:00	4723
Dow	1995-05-16 00:00:00	4952
Jenny	1995-05-16 00:00:00	2068
Baker	1995-05-16 00:00:00	3390
Mary	1995-05-16 00:00:00	1970
Tom	1995-05-16 00:00:00	1391
Steven	1995-05-16 00:00:00	1689
Harry	1995-05-16 00:00:00	4605
Bill	1995-05-16 00:00:00	755
Johnson	1995-05-17 00:00:00	3716
Larry	1995-05-17 00:00:00	621
Dow	1995-05-17 00:00:00	4051
Jenny	1995-05-17 00:00:00	3941
Baker	1995-05-17 00:00:00	1328
Mary	1995-05-17 00:00:00	3131
Tom	1995-05-17 00:00:00	1139
Steven	1995-05-17 00:00:00	3449
Harry	1995-05-17 00:00:00	4491
Bill	1995-05-17 00:00:00	3313
Johnson	1995-05-18 00:00:00	3682
Larry	1995-05-18 00:00:00	2072
Dow	1995-05-18 00:00:00	2688
Jenny	1995-05-18 00:00:00	2397
Baker	1995-05-18 00:00:00	924
Mary	1995-05-18 00:00:00	2281
Tom	1995-05-18 00:00:00	4055
Steven	1995-05-18 00:00:00	482
Harry	1995-05-18 00:00:00	4364
Bill	1995-05-18 00:00:00	3888
Johnson	1995-05-19 00:00:00	785
Larry	1995-05-19 00:00:00	1624
Dow	1995-05-19 00:00:00	1154
Jenny	1995-05-19 00:00:00	1771
Baker	1995-05-19 00:00:00	691
Mary	1995-05-19 00:00:00	4111
Tom	1995-05-19 00:00:00	4332
Steven	1995-05-19 00:00:00	2550
Harry	1995-05-19 00:00:00	30
Bill	1995-05-19 00:00:00	1393
Johnson	1995-05-20 00:00:00	672
Larry	1995-05-20 00:00:00	4975
Dow	1995-05-20 00:00:00	2027
Jenny	1995-05-20 00:00:00	3582
Baker	1995-05-20 00:00:00	447
Mary	1995-05-20 00:00:00	3030
Tom	1995-05-20 00:00:00	4534
